Iteration, Time, dt, x_l2, u_l2, b_l2
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
0, 0, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
1, 0.0002, 0.0002, 0.3254075415391125, 0.00709711647752968, 0.3183104364995656
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
2, 0.0004, 0.0002, 0.32363948207630766, 0.005329675314802681, 0.31830980818297017
